ScanNumber	ScanTime	ScanType
26450	6.8740047	2
26451	6.8742296	2
26452	6.8744293	2
26453	6.8746296	2
26454	6.8748292	2
26455	6.8751404	1
26456	6.8770948	2
26457	6.8772944	2
26458	6.8775192	2
26459	6.8777441	2
26460	6.8779451	2
26461	6.8781696	2
26462	6.87837	2
26463	6.8785717	2
26464	6.8787965	2
26465	6.8789963	2
26466	6.8791961	2
26467	6.8794211	2
26468	6.8796456	2
26469	6.8798703	2
26470	6.8800953	2
26471	6.8803201	2
26472	6.8805448	2
26473	6.8807695	2
26474	6.8809941	2
26475	6.8811975	2
26476	6.8814224	2
26477	6.8816225	2
26478	6.8818231	2
26479	6.8820232	2
26480	6.8822479	2
26481	6.8824725	2
26482	6.8826727	2
26483	6.88292	2
26484	6.8831447	2
26485	6.8833704	2
26486	6.8835993	2
26487	6.8837992	2
26488	6.8840239	2
26489	6.8842497	2
26490	6.8844757	2
26491	6.8846756	2
26492	6.8849228	2
26493	6.8851644	2
26494	6.8853892	2
26495	6.885614	2
26496	6.8859229	1
26497	6.8878781	2
26498	6.8880779	2
26499	6.8882852	2
26500	6.8884853	2
26501	6.8886856	2
26502	6.8888855	2
26503	6.8891104	2
26504	6.8893104	2
26505	6.8895116	2
26506	6.8897189	2
26507	6.8899189	2
26508	6.8901437	2
26509	6.8903436	2
26510	6.8905433	2
26511	6.8907685	2
26512	6.8909683	2
26513	6.8911763	2
26514	6.8913763	2
26515	6.8915764	2
26516	6.8917763	2
26517	6.8920012	2
26518	6.8922281	2
26519	6.8924545	2
26520	6.8926792	2
26521	6.8929081	2
26522	6.8931115	2
26523	6.8933113	2
26524	6.8935588	2
26525	6.8937877	2
26526	6.8940131	2
26527	6.8942133	2
26528	6.8944607	2
26529	6.8946653	2
26530	6.8948903	2
26531	6.8950903	2
26532	6.8953149	2
26533	6.8955399	2
26534	6.8957396	2
26535	6.8959399	2
26536	6.8961395	2
26537	6.8964485	1
26538	6.898404	2
26539	6.8986041	2
26540	6.8988291	2
26541	6.8990764	2
26542	6.8992764	2
26543	6.8995012	2
26544	6.8997048	2
26545	6.8999045	2
26546	6.9001297	2
26547	6.9003293	2
26548	6.9005352	2
26549	6.90076	2
26550	6.900986	2
26551	6.9012113	2
26552	6.9014365	2
26553	6.9016612	2
26554	6.901886	2
26555	6.9021108	2
26556	6.9023377	2
26557	6.9025375	2
26558	6.9027848	2
26559	6.9029845	2
26560	6.9031844	2
26561	6.9033844	2
26562	6.9036091	2
26563	6.9038341	2
26564	6.9040339	2
26565	6.9042588	2
26566	6.9044835	2
26567	6.9047085	2
26568	6.9049337	2
26569	6.9051335	2
26570	6.9053584	2
26571	6.9055831	2
26572	6.9058084	2
26573	6.9060192	2
26574	6.9062463	2
26575	6.9064876	2
26576	6.9067136	2
26577	6.9069385	2
26578	6.9072475	1
26579	6.9092016	2
26580	6.9094012	2
26581	6.9096013	2
26582	6.9098012	2
26583	6.9100012	2
26584	6.9102009	2
26585	6.9104261	2
26586	6.9106259	2
26587	6.9108292	2
26588	6.9110365	2
26589	6.9112364	2
26590	6.9114612	2
26591	6.911662	2
26592	6.9118617	2
26593	6.9120864	2
26594	6.9122865	2
26595	6.9124925	2
26596	6.9126925	2
26597	6.9128921	2
26598	6.9130925	2
26599	6.9133176	2
26600	6.9135425	2
26601	6.9137673	2
26602	6.9139921	2
26603	6.9142395	2
26604	6.9144427	2
26605	6.9146425	2
26606	6.9148673	2
26607	6.9150944	2
26608	6.9153197	2
26609	6.9155195	2
26610	6.9157444	2
26611	6.9159441	2
26612	6.9161691	2
26613	6.9163689	2
26614	6.9165939	2
26615	6.9168185	2
26616	6.9170185	2
26617	6.9172199	2
26618	6.9174196	2
26619	6.9177308	1
26620	6.919686	2
26621	6.919886	2
26622	6.9201109	2
26623	6.9203356	2
26624	6.9205355	2
26625	6.9207604	2
26626	6.9209604	2
26627	6.9211601	2
26628	6.9213851	2
26629	6.9215848	2
26630	6.9217849	2
26631	6.9220096	2
26632	6.9222573	2
26633	6.9225047	2
26634	6.9227295	2
26635	6.9229553	2
26636	6.9231803	2
26637	6.9234055	2
26638	6.9236307	2
26639	6.9238319	2
26640	6.9240567	2
26641	6.9242569	2
26642	6.9244572	2
26643	6.9246573	2
26644	6.9248823	2
26645	6.9251071	2
26646	6.925308	2
26647	6.9255333	2
26648	6.9257583	2
26649	6.9259829	2
26650	6.926208	2
26651	6.926408	2
26652	6.9266331	2
26653	6.9268577	2
26654	6.9270827	2
26655	6.9272824	2
26656	6.9275073	2
26657	6.9277488	2
26658	6.9279745	2
26659	6.9281992	2
26660	6.9285083	1
26661	6.9304623	2
26662	6.930662	2
26663	6.930862	2
26664	6.931062	2
26665	6.9312619	2
26666	6.9314624	2
26667	6.9317097	2
26668	6.9319097	2
26669	6.9321097	2
26670	6.9323095	2
26671	6.9325097	2
26672	6.9327363	2
26673	6.9329364	2
26674	6.9331361	2
26675	6.9333612	2
26676	6.9335611	2
26677	6.9337612	2
26678	6.9339628	2
26679	6.9341629	2
26680	6.9343628	2
26681	6.9345877	2
26682	6.9348124	2
26683	6.9350373	2
26684	6.9352627	2
26685	6.9354892	2
26686	6.9356892	2
26687	6.9358892	2
26688	6.9361143	2
26689	6.9363389	2
26690	6.9365637	2
26691	6.9367636	2
26692	6.9369885	2
26693	6.9371883	2
26694	6.9374131	2
26695	6.9376132	2
26696	6.9378379	2
26697	6.9380637	2
26698	6.9382636	2
26699	6.9384636	2
26700	6.9386635	2
26701	6.9389735	1
26702	6.9409276	2
26703	6.9411276	2
26704	6.9413524	2
26705	6.9415773	2
26706	6.9417769	2
26707	6.9420032	2
26708	6.9422031	2
26709	6.9424104	2
26710	6.9426353	2
26711	6.9428356	2
26712	6.9430355	2
26713	6.9432605	2
26714	6.9434893	2
26715	6.9437141	2
26716	6.9439633	2
26717	6.9441887	2
26718	6.944414	2
26719	6.9446387	2
26720	6.9448633	2
26721	6.9450635	2
26722	6.945288	2
26723	6.9454953	2
26724	6.9456953	2
26725	6.9458949	2
26726	6.9461196	2
26727	6.9463445	2
26728	6.9465453	2
26729	6.9467701	2
26730	6.9469952	2
26731	6.9472197	2
26732	6.9474445	2
26733	6.9476444	2
26734	6.9478691	2
26735	6.948094	2
26736	6.9483188	2
26737	6.9485187	2
26738	6.948766	2
26739	6.9490079	2
26740	6.9492327	2
26741	6.9494604	2
26742	6.9497695	1
26743	6.9517235	2
26744	6.9519308	2
26745	6.9521307	2
26746	6.9523309	2
26747	6.9525307	2
26748	6.9527385	2
26749	6.9529632	2
26750	6.9531633	2
26751	6.9533631	2
26752	6.9535631	2
26753	6.9537704	2
26754	6.9539952	2
26755	6.9541949	2
26756	6.9543948	2
26757	6.9546197	2
26758	6.9548196	2
26759	6.9550195	2
26760	6.9552195	2
26761	6.9554193	2
26762	6.9556195	2
26763	6.9558441	2
26764	6.9560949	2
26765	6.9563196	2
26766	6.9565445	2
26767	6.9567705	2
26768	6.9569784	2
26769	6.9571784	2
26770	6.9574033	2
26771	6.9576281	2
26772	6.9578563	2
26773	6.9580563	2
26774	6.9582812	2
26775	6.9584821	2
26776	6.958708	2
26777	6.9589099	2
26778	6.9591348	2
26779	6.9593595	2
26780	6.9595595	2
26781	6.9597601	2
26782	6.9599619	2
26783	6.9602708	1
26784	6.9622252	2
26785	6.9624248	2
26786	6.9626544	2
26787	6.9628793	2
26788	6.9630789	2
26789	6.963304	2
26790	6.9635044	2
26791	6.9637043	2
26792	6.9639296	2
26793	6.9641295	2
26794	6.9643331	2
26795	6.9645584	2
26796	6.9647832	2
26797	6.9650079	2
26798	6.9652553	2
26799	6.96548	2
26800	6.9657047	2
26801	6.9659295	2
26802	6.9661544	2
26803	6.9663541	2
26804	6.9665789	2
26805	6.9667788	2
26806	6.9669799	2
26807	6.9671797	2
26808	6.9674048	2
26809	6.9676304	2
26810	6.9678304	2
26811	6.9680556	2
26812	6.9682839	2
26813	6.9685312	2
26814	6.968756	2
26815	6.9689556	2
26816	6.9691807	2
26817	6.969408	2
26818	6.9696329	2
26819	6.9698316	2
26820	6.9700605	2
26821	6.9703023	2
26822	6.9705945	1
26823	6.9725487	2
26824	6.9727739	2
26825	6.9729736	2
26826	6.9731736	2
26827	6.9733735	2
26828	6.9735809	2
26829	6.9737807	2
26830	6.9739809	2
26831	6.974206	2
26832	6.974406	2
26833	6.9746057	2
26834	6.9748055	2
26835	6.9750128	2
26836	6.9752379	2
26837	6.975438	2
26838	6.975638	2
26839	6.9758629	2
26840	6.9760633	2
26841	6.9762672	2
26842	6.9764671	2
26843	6.9766744	2
26844	6.9768745	2
26845	6.9770992	2
26846	6.9773241	2
26847	6.9775487	2
26848	6.9777743	2
26849	6.9779988	2
26850	6.9781988	2
26851	6.9783987	2
26852	6.9786247	2
26853	6.9788495	2
26854	6.9790745	2
26855	6.9792751	2
26856	6.9795	2
26857	6.9796997	2
26858	6.9799248	2
26859	6.9801247	2
26860	6.9803495	2
26861	6.9805741	2
26862	6.980774	2
26863	6.9810831	1
26864	6.9830379	2
26865	6.9832379	2
26866	6.9834379	2
26867	6.9836379	2
26868	6.9838628	2
26869	6.9840875	2
26870	6.9842948	2
26871	6.9845195	2
26872	6.9847211	2
26873	6.9849208	2
26874	6.9851472	2
26875	6.9853469	2
26876	6.9855503	2
26877	6.9857749	2
26878	6.9859997	2
26879	6.9862255	2
26880	6.9864508	2
26881	6.9866757	2
26882	6.9869011	2
26883	6.9871273	2
26884	6.9873752	2
26885	6.9875776	2
26886	6.9878023	2
26887	6.988002	2
26888	6.9882021	2
26889	6.988402	2
26890	6.9886268	2
26891	6.9888516	2
26892	6.9890516	2
26893	6.9892763	2
26894	6.9895012	2
26895	6.989726	2
26896	6.9899508	2
26897	6.9901505	2
26898	6.9903979	2
26899	6.9906225	2
26900	6.9908477	2
26901	6.9910477	2
26902	6.9912725	2
26903	6.9915143	2
26904	6.9918065	1
26905	6.9937607	2
26906	6.9939855	2
26907	6.9941851	2
26908	6.9943849	2
26909	6.9945849	2
26910	6.9947849	2
26911	6.9949848	2
26912	6.9951921	2
26913	6.9954168	2
26914	6.9956168	2
26915	6.9958167	2
26916	6.9960165	2
26917	6.9962164	2
26918	6.9964639	2
26919	6.9966651	2
26920	6.9968649	2
26921	6.9970899	2
26922	6.9972899	2
26923	6.9974932	2
26924	6.9976932	2
26925	6.9978931	2
26926	6.9980931	2
26927	6.9983177	2
26928	6.9985437	2
26929	6.9987685	2
26930	6.9989935	2
26931	6.9992191	2
26932	6.9994189	2
26933	6.9996261	2
26934	6.9998515	2
26935	7.0000772	2
26936	7.0003021	2
26937	7.0005021	2
26938	7.0007269	2
26939	7.0009268	2
26940	7.0011776	2
26941	7.0013775	2
26942	7.001688	1
26943	7.0036424	2
26944	7.0038671	2
26945	7.0040671	2
26946	7.0042669	2
26947	7.0044665	2
26948	7.0046739	2
26949	7.0048739	2
26950	7.0051003	2
26951	7.0053249	2
26952	7.0055252	2
26953	7.0057499	2
26954	7.0059516	2
26955	7.0061513	2
26956	7.0063991	2
26957	7.0065988	2
26958	7.0067987	2
26959	7.0070233	2
26960	7.0072548	2
26961	7.0074796	2
26962	7.0077056	2
26963	7.0079529	2
26964	7.0081777	2
26965	7.0084023	2
26966	7.0086292	2
26967	7.0088291	2
26968	7.0090763	2
26969	7.0092761	2
26970	7.0094768	2
26971	7.0096764	2
26972	7.0099011	2
26973	7.010126	2
26974	7.0103259	2
26975	7.0105508	2
26976	7.0107744	2
26977	7.0109991	2
26978	7.0112469	2
26979	7.0114535	2
26980	7.0116783	2
26981	7.0119029	2
26982	7.0121277	2
26983	7.0124372	1
26984	7.0143915	2
26985	7.0146165	2
26986	7.014862	2
26987	7.0150868	2
26988	7.0153121	2
26989	7.0155121	2
26990	7.0157124	2
26991	7.0159124	2
26992	7.0161124	2
26993	7.0163197	2
26994	7.0165195	2
26995	7.0167444	2
26996	7.0169443	2
26997	7.017144	2
26998	7.017344	2
26999	7.017544	2
27000	7.0177689	2
27001	7.0179687	2
27002	7.0181687	2
27003	7.0183935	2
27004	7.0185935	2
27005	7.0187932	2
27006	7.0189932	2
27007	7.0191931	2
27008	7.0194005	2
27009	7.0196268	2
27010	7.0198515	2
27011	7.0200764	2
27012	7.0203027	2
27013	7.0205275	2
27014	7.0207273	2
27015	7.0209272	2
27016	7.0211523	2
27017	7.0213769	2
27018	7.0216017	2
27019	7.0218017	2
27020	7.0220267	2
27021	7.0222263	2
27022	7.0224512	2
27023	7.0226512	2
27024	7.0229601	1
27025	7.0249143	2
27026	7.0251393	2
27027	7.0253409	2
27028	7.0255407	2
27029	7.0257408	2
27030	7.0259405	2
27031	7.0261477	2
27032	7.0263736	2
27033	7.0265985	2
27034	7.0267983	2
27035	7.0270268	2
27036	7.0272347	2
27037	7.0274343	2
27038	7.0276593	2
27039	7.0278589	2
27040	7.0280603	2
27041	7.0282852	2
27042	7.0285103	2
27043	7.0287351	2
27044	7.02896	2
27045	7.0291847	2
27046	7.0294095	2
27047	7.0296356	2
27048	7.0298619	2
27049	7.0300619	2
27050	7.0303093	2
27051	7.0305089	2
27052	7.0307108	2
27053	7.0309104	2
27054	7.0311353	2
27055	7.03136	2
27056	7.0315663	2
27057	7.0317909	2
27058	7.0320157	2
27059	7.032244	2
27060	7.0324691	2
27061	7.0326689	2
27062	7.0328936	2
27063	7.0331187	2
27064	7.0333435	2
27065	7.0336525	1
27066	7.0356067	2
27067	7.0358312	2
27068	7.0360727	2
27069	7.0362975	2
27070	7.0365267	2
27071	7.0367263	2
27072	7.036928	2
27073	7.0371353	2
27074	7.0373355	2
27075	7.0375376	2
27076	7.0377373	2
27077	7.037962	2
27078	7.0381637	2
27079	7.0383659	2
27080	7.0385656	2
27081	7.0387657	2
27082	7.0389905	2
27083	7.0391988	2
27084	7.0393993	2
27085	7.039624	2
27086	7.0398257	2
27087	7.0400255	2
27088	7.0402251	2
27089	7.0404248	2
27090	7.040626	2
27091	7.0408505	2
27092	7.0410752	2
27093	7.0413001	2
27094	7.0415265	2
27095	7.0417513	2
27096	7.0419513	2
27097	7.0421511	2
27098	7.0423985	2
27099	7.0426232	2
27100	7.0428483	2
27101	7.0430484	2
27102	7.0432735	2
27103	7.0434733	2
27104	7.043698	2
27105	7.0438977	2
27106	7.0442068	1
27107	7.0461609	2
27108	7.0464083	2
27109	7.0466083	2
27110	7.0468081	2
27111	7.0470084	2
27112	7.0472084	2
27113	7.0474084	2
27114	7.0476333	2
27115	7.0478807	2
27116	7.0480807	2
27117	7.0483063	2
27118	7.0485061	2
27119	7.0487059	2
27120	7.0489309	2
27121	7.0491312	2
27122	7.0493312	2
27123	7.0495559	2
27124	7.0497808	2
27125	7.0500055	2
27126	7.0502308	2
27127	7.0504557	2
27128	7.0506804	2
27129	7.0509091	2
27130	7.0511339	2
27131	7.0513335	2
27132	7.0515808	2
27133	7.0517809	2
27134	7.0519817	2
27135	7.0521815	2
27136	7.0524288	2
27137	7.052654	2
27138	7.0528543	2
27139	7.0530791	2
27140	7.0533067	2
27141	7.0535317	2
27142	7.0537567	2
27143	7.0539564	2
27144	7.0541813	2
27145	7.0544061	2
27146	7.0547152	1
27147	7.0566693	2
27148	7.0568695	2
27149	7.0570944	2
27150	7.0573587	2
27151	7.0575833	2
27152	7.0578081	2
27153	7.0580089	2
27154	7.0582089	2
27155	7.0584088	2
27156	7.0586163	2
27157	7.058816	2
27158	7.0590159	2
27159	7.0592407	2
27160	7.0594407	2
27161	7.0596409	2
27162	7.0598421	2
27163	7.060042	2
27164	7.0602671	2
27165	7.0604668	2
27166	7.0606665	2
27167	7.0608916	2
27168	7.0610913	2
27169	7.0612913	2
27170	7.0614911	2
27171	7.0616912	2
27172	7.0618928	2
27173	7.0621175	2
27174	7.0623423	2
27175	7.0625685	2
27176	7.0627936	2
27177	7.0630229	2
27178	7.0632227	2
27179	7.0634225	2
27180	7.0636476	2
27181	7.0638737	2
27182	7.0640988	2
27183	7.0642985	2
27184	7.0645235	2
27185	7.0647232	2
27186	7.0649483	2
27187	7.0652572	1
27188	7.0672113	2
27189	7.067436	2
27190	7.0676641	2
27191	7.0678641	2
27192	7.0680715	2
27193	7.0682725	2
27194	7.0684727	2
27195	7.0686727	2
27196	7.0688977	2
27197	7.0691223	2
27198	7.0693221	2
27199	7.0695469	2
27200	7.0697471	2
27201	7.0699468	2
27202	7.0701719	2
27203	7.0703715	2
27204	7.0705716	2
27205	7.0707964	2
27206	7.0710212	2
27207	7.071246	2
27208	7.0714709	2
27209	7.0716955	2
27210	7.0719203	2
27211	7.0721452	2
27212	7.0723701	2
27213	7.0725697	2
27214	7.0727947	2
27215	7.0729944	2
27216	7.0731965	2
27217	7.0733965	2
27218	7.0736443	2
27219	7.0738689	2
27220	7.0740693	2
27221	7.074294	2
27222	7.0745199	2
27223	7.0747447	2
27224	7.0749724	2
27225	7.0751731	2
27226	7.0753979	2
27227	7.0757069	1
27228	7.0776612	2
27229	7.0778899	2
27230	7.0780897	2
27231	7.0783151	2
27232	7.0785567	2
27233	7.0787836	2
27234	7.0790311	2
27235	7.0792308	2
27236	7.0794307	2
27237	7.0796316	2
27238	7.0798317	2
27239	7.0800384	2
27240	7.0802383	2
27241	7.0804629	2
27242	7.0806632	2
27243	7.080864	2
27244	7.0810637	2
27245	7.0812639	2
27246	7.0814887	2
27247	7.0816885	2
27248	7.0818959	2
27249	7.0821209	2
27250	7.0823209	2
27251	7.0825208	2
27252	7.0827207	2
27253	7.0829207	2
27254	7.0831241	2
27255	7.0833509	2
27256	7.0835756	2
27257	7.0838013	2
27258	7.0840267	2
27259	7.0842549	2
27260	7.0844549	2
27261	7.0846547	2
27262	7.0849021	2
27263	7.0851273	2
27264	7.0853524	2
27265	7.0855527	2
27266	7.0857772	2
27267	7.0859784	2
27268	7.0862875	1
27269	7.0882427	2
27270	7.0884427	2
27271	7.0886675	2
27272	7.0888923	2
27273	7.0890921	2
27274	7.0892921	2
27275	7.089492	2
27276	7.0896919	2
27277	7.0898917	2
27278	7.0901392	2
27279	7.0903639	2
27280	7.0905636	2
27281	7.0907885	2
27282	7.0909911	2
27283	7.0911909	2
27284	7.0914157	2
27285	7.0916156	2
27286	7.0918156	2
27287	7.0920403	2
27288	7.0922652	2
27289	7.0924899	2
27290	7.0927159	2
27291	7.0929405	2
27292	7.0931653	2
27293	7.0934143	2
27294	7.0936407	2
27295	7.0938411	2
27296	7.0940656	2
27297	7.0942655	2
27298	7.0944655	2
27299	7.0946663	2
27300	7.0948981	2
27301	7.0951228	2
27302	7.0953237	2
27303	7.0955513	2
27304	7.0957759	2
27305	7.0960007	2
27306	7.0962256	2
27307	7.0964253	2
27308	7.0966729	2
27309	7.096982	1
27310	7.098936	2
27311	7.0991607	2
27312	7.0993607	2
27313	7.0995855	2
27314	7.0998273	2
27315	7.1000539	2
27316	7.1002797	2
27317	7.1004795	2
27318	7.1006792	2
27319	7.1008793	2
27320	7.1010791	2
27321	7.1012833	2
27322	7.1014831	2
27323	7.1017304	2
27324	7.1019304	2
27325	7.1021311	2
27326	7.1023308	2
27327	7.1025305	2
27328	7.1027553	2
27329	7.1029552	2
27330	7.1031549	2
27331	7.1033807	2
27332	7.103588	2
27333	7.1037881	2
27334	7.1039879	2
27335	7.104188	2
27336	7.1043879	2
27337	7.1046148	2
27338	7.1048621	2
27339	7.1050873	2
27340	7.1053124	2
27341	7.1055379	2
27342	7.1057379	2
27343	7.1059375	2
27344	7.1061663	2
27345	7.1063916	2
27346	7.1066389	2
27347	7.1069495	1
27348	7.1089051	2
27349	7.1091299	2
27350	7.1093297	2
27351	7.1095545	2
27352	7.1097547	2
27353	7.110002	2
27354	7.1102265	2
27355	7.1104264	2
27356	7.1106273	2
27357	7.1108272	2
27358	7.1110271	2
27359	7.1112271	2
27360	7.1114753	2
27361	7.1117001	2
27362	7.1118999	2
27363	7.1121245	2
27364	7.1123243	2
27365	7.112524	2
27366	7.1127489	2
27367	7.1129492	2
27368	7.1131492	2
27369	7.113374	2
27370	7.1135988	2
27371	7.1138272	2
27372	7.1140747	2
27373	7.1142993	2
27374	7.1145245	2
27375	7.1147497	2
27376	7.1149745	2
27377	7.1151744	2
27378	7.1153992	2
27379	7.1155991	2
27380	7.1157991	2
27381	7.1159989	2
27382	7.1162239	2
27383	7.1164712	2
27384	7.1166709	2
27385	7.1168957	2
27386	7.1171205	2
27387	7.1173452	2
27388	7.1176541	1
27389	7.1196083	2
27390	7.119808	2
27391	7.1200377	2
27392	7.1202635	2
27393	7.1204884	2
27394	7.1206881	2
27395	7.1209147	2
27396	7.1211567	2
27397	7.1213813	2
27398	7.1216288	2
27399	7.1218287	2
27400	7.1220285	2
27401	7.1222355	2
27402	7.1224353	2
27403	7.1226351	2
27404	7.1228349	2
27405	7.1230599	2
27406	7.1232599	2
27407	7.1234596	2
27408	7.1236599	2
27409	7.1238596	2
27410	7.1240845	2
27411	7.1242843	2
27412	7.1244841	2
27413	7.1247315	2
27414	7.1249313	2
27415	7.1251309	2
27416	7.1253311	2
27417	7.1255308	2
27418	7.1257311	2
27419	7.125956	2
27420	7.1261807	2
27421	7.1264052	2
27422	7.1266301	2
27423	7.1268548	2
27424	7.1270565	2
27425	7.1272564	2
27426	7.1274813	2
27427	7.127706	2
27428	7.1279307	2
27429	7.1282397	1
27430	7.1301951	2
27431	7.13042	2
27432	7.13062	2
27433	7.1308448	2
27434	7.1310448	2
27435	7.1312696	2
27436	7.1314943	2
27437	7.1317017	2
27438	7.1319015	2
27439	7.1321013	2
27440	7.1323011	2
27441	7.1325012	2
27442	7.1327261	2
27443	7.1329735	2
27444	7.1331735	2
27445	7.1333984	2
27446	7.1336025	2
27447	7.1338023	2
27448	7.1340277	2
27449	7.1342276	2
27450	7.1344321	2
27451	7.1346575	2
27452	7.1348824	2
27453	7.1351076	2
27454	7.1353324	2
27455	7.1355572	2
27456	7.135782	2
27457	7.1360068	2
27458	7.1362317	2
27459	7.1364315	2
27460	7.1366563	2
27461	7.1368561	2
27462	7.1370596	2
27463	7.1372596	2
27464	7.1374845	2
27465	7.1377095	2
27466	7.1379093	2
27467	7.1381341	2
27468	7.1383588	2
27469	7.1385837	2
27470	7.1388927	1
27471	7.140848	2
27472	7.1410553	2
27473	7.1412803	2
27474	7.1415051	2
27475	7.1417299	2
27476	7.1419296	2
27477	7.1421545	2
27478	7.1423967	2
27479	7.142644	2
27480	7.1428688	2
27481	7.1430688	2
27482	7.1432684	2
27483	7.1434685	2
27484	7.143676	2
27485	7.143876	2
27486	7.1440757	2
27487	7.1443003	2
27488	7.1445005	2
27489	7.1447007	2
27490	7.1449007	2
27491	7.1451005	2
27492	7.1453256	2
27493	7.1455252	2
27494	7.1457252	2
27495	7.1459508	2
27496	7.1461511	2
27497	7.146358	2
27498	7.1465599	2
27499	7.1467603	2
27500	7.1469677	2
27501	7.1471925	2
27502	7.1474176	2
27503	7.1476651	2
27504	7.1478901	2
27505	7.1481151	2
27506	7.1483151	2
27507	7.1485149	2
27508	7.14874	2
27509	7.1490489	1
27510	7.1510032	2
27511	7.1512279	2
27512	7.151428	2
27513	7.1516533	2
27514	7.1518607	2
27515	7.1520856	2
27516	7.1522857	2
27517	7.1525111	2
27518	7.1527357	2
27519	7.1529356	2
27520	7.1531375	2
27521	7.1533448	2
27522	7.1535448	2
27523	7.1537447	2
27524	7.1539696	2
27525	7.154196	2
27526	7.1543967	2
27527	7.1546215	2
27528	7.1548217	2
27529	7.155022	2
27530	7.1552468	2
27531	7.1554468	2
27532	7.1556492	2
27533	7.1558965	2
27534	7.1561212	2
27535	7.1563459	2
27536	7.1565753	2
27537	7.1568003	2
27538	7.1570253	2
27539	7.1572523	2
27540	7.1574772	2
27541	7.1576769	2
27542	7.157902	2
27543	7.1581017	2
27544	7.1583019	2
27545	7.1585016	2
27546	7.1587264	2
27547	7.1589513	2
27548	7.1591588	2
27549	7.1593839	2
27550	7.1596085	2
27551	7.1599175	1
27552	7.1618729	2
27553	7.1620981	2
27554	7.1622977	2
27555	7.1625227	2
27556	7.16277	2
27557	7.1629952	2
27558	7.1631949	2
27559	7.1634197	2
27560	7.1636615	2
27561	7.1638865	2
27562	7.1641113	2
27563	7.1643187	2
27564	7.1645185	2
27565	7.1647181	2
27566	7.1649184	2
27567	7.1651185	2
27568	7.1653185	2
27569	7.1655435	2
27570	7.1657435	2
27571	7.1659432	2
27572	7.1661432	2
27573	7.1663431	2
27574	7.1665677	2
27575	7.1667677	2
27576	7.1669673	2
27577	7.167192	2
27578	7.1673923	2
27579	7.167592	2
27580	7.167792	2
27581	7.1679916	2
27582	7.1681919	2
27583	7.1684205	2
27584	7.1686679	2
27585	7.1688925	2
27586	7.1691175	2
27587	7.1693421	2
27588	7.169542	2
27589	7.169742	2
27590	7.1699669	2
27591	7.1701927	2
27592	7.1705016	1
27593	7.1724559	2
27594	7.172656	2
27595	7.1728812	2
27596	7.1730813	2
27597	7.1733068	2
27598	7.1735197	2
27599	7.1737444	2
27600	7.1739696	2
27601	7.1741697	2
27602	7.1743708	2
27603	7.1745709	2
27604	7.1747707	2
27605	7.1749709	2
27606	7.1751956	2
27607	7.1754205	2
27608	7.1756283	2
27609	7.1758529	2
27610	7.1760543	2
27611	7.1762543	2
27612	7.1764792	2
27613	7.1766789	2
27614	7.1768792	2
27615	7.1771043	2
27616	7.1773291	2
27617	7.1775539	2
27618	7.1777788	2
27619	7.1780035	2
27620	7.1782291	2
27621	7.1784537	2
27622	7.1786784	2
27623	7.1788783	2
27624	7.1791029	2
27625	7.1793029	2
27626	7.1795104	2
27627	7.1797105	2
27628	7.1799355	2
27629	7.1801603	2
27630	7.1803605	2
27631	7.1805869	2
27632	7.1808119	2
27633	7.1810367	2
27634	7.1813456	1
27635	7.1832997	2
27636	7.1834999	2
27637	7.1837248	2
27638	7.1839732	2
27639	7.1841984	2
27640	7.1843981	2
27641	7.1846229	2
27642	7.1848659	2
27643	7.1850904	2
27644	7.1853157	2
27645	7.1855183	2
27646	7.1857183	2
27647	7.1859184	2
27648	7.1861183	2
27649	7.1863183	2
27650	7.186518	2
27651	7.1867431	2
27652	7.1869429	2
27653	7.1871503	2
27654	7.18735	2
27655	7.1875497	2
27656	7.1877749	2
27657	7.1879751	2
27658	7.1881769	2
27659	7.188402	2
27660	7.188602	2
27661	7.1888017	2
27662	7.1890027	2
27663	7.1892027	2
27664	7.1894027	2
27665	7.1896275	2
27666	7.1898523	2
27667	7.1900771	2
27668	7.1903245	2
27669	7.1905519	2
27670	7.190752	2
27671	7.1909552	2
27672	7.1911804	2
27673	7.1914051	2
27674	7.1916299	2
27675	7.1919389	1
27676	7.1938931	2
27677	7.1941183	2
27678	7.194318	2
27679	7.1945429	2
27680	7.1947495	2
27681	7.1949745	2
27682	7.1952025	2
27683	7.1954027	2
27684	7.1956027	2
27685	7.1958024	2
27686	7.1960023	2
27687	7.1962023	2
27688	7.1964317	2
27689	7.1966637	2
27690	7.1968647	2
27691	7.1970927	2
27692	7.1972928	2
27693	7.1974925	2
27694	7.1977176	2
27695	7.1979177	2
27696	7.1981179	2
27697	7.1983427	2
27698	7.19859	2
27699	7.1988151	2
27700	7.19904	2
27701	7.1992647	2
27702	7.1994895	2
27703	7.1997145	2
27704	7.1999395	2
27705	7.2001395	2
27706	7.2003641	2
27707	7.2005645	2
27708	7.200772	2
27709	7.2009752	2
27710	7.2012004	2
27711	7.2014261	2
27712	7.201626	2
27713	7.2018509	2
27714	7.2020761	2
27715	7.2023013	2
27716	7.2026107	1
27717	7.2045648	2
27718	7.2047679	2
27719	7.2049925	2
27720	7.2052175	2
27721	7.2054421	2
27722	7.205642	2
27723	7.2058667	2
27724	7.2061308	2
27725	7.2063557	2
27726	7.2065825	2
27727	7.2067824	2
27728	7.2069897	2
